gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_bucket,services_count,monthly_to_total_ratio,internet_no_techsupport,ExpectedTenure,CLV
0,0,1,1,14,1,0,2,1,1,1,1,1,1,1,0,3,19.55,294.5,1,1,1.0759956156375594,0,24,469.20000000000005
1,0,0,1,5,1,0,2,1,1,1,1,1,1,0,0,1,20.35,122.0,0,1,1.199017199017199,0,24,488.40000000000003
0,0,0,0,57,0,1,0,2,0,2,2,0,0,1,1,1,41.1,2258.25,2,4,0.9639518504289921,0,57,2342.7000000000003
0,0,0,0,50,1,0,2,1,1,1,1,1,1,2,0,1,19.4,1023.95,2,1,1.055618556701031,0,50,969.9999999999999
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,2,20.25,61.45,0,1,1.011522633744856,0,24,486.0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.65,19.65,0,1,1.0,0,24,471.59999999999997
1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,64.8,4719.75,2,7,1.0116062242798356,0,72,4665.599999999999
0,0,1,0,17,1,0,2,1,1,1,1,1,1,1,0,3,19.35,307.0,1,1,0.9332725338197293,0,24,464.40000000000003
1,1,0,0,35,1,2,1,0,0,0,0,2,2,0,1,2,95.45,3474.05,2,5,1.0399012197859763,1,35,3340.75
0,0,0,0,54,1,0,1,0,0,2,0,2,2,1,1,1,94.1,5060.9,2,5,0.9959656787499508,1,54,5081.4
1,0,0,0,3,1,0,1,0,2,0,0,0,0,0,0,1,74.45,221.1,0,3,0.9899261249160509,1,24,1786.8000000000002
0,0,0,0,40,0,1,0,2,0,0,2,2,2,1,1,0,54.55,2236.2,2,5,1.0248395967002748,0,40,2182.0
0,0,0,0,10,1,2,1,0,0,0,0,0,2,0,0,2,86.45,830.85,3,4,0.9610757663389242,1,24,2074.8
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,20.15,0,1,1.0,0,24,483.59999999999997
0,1,1,0,1,1,2,1,0,0,2,0,2,2,0,1,2,100.8,100.8,0,6,1.0,1,24,2419.2
0,0,0,0,47,1,2,0,2,0,2,2,0,0,2,1,3,65.0,2879.9,2,6,0.942684124386252,0,47,3055.0
1,0,0,0,3,1,2,1,0,2,2,0,2,2,0,0,3,107.95,313.6,0,7,0.9683495445422263,1,24,2590.8
0,0,0,0,68,0,1,0,2,2,2,2,2,2,2,0,1,64.35,4539.6,2,7,1.037433155080214,0,68,4375.799999999999
1,1,1,0,58,0,1,0,0,2,2,0,0,2,0,1,2,45.3,2651.2,2,4,1.0090583847149275,1,58,2627.3999999999996
1,0,1,1,67,0,1,0,2,0,0,0,2,2,2,0,1,50.9,3281.65,2,4,0.9622760460956515,1,67,3410.2999999999997
0,1,1,1,32,1,2,1,0,0,2,0,2,0,0,1,3,91.35,2896.55,2,5,0.990883278598796,1,32,2923.2
0,0,0,0,19,1,0,2,1,1,1,1,1,1,1,0,1,20.25,383.65,1,1,0.9971410006497725,0,24,486.0
0,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,1,19.4,1083.0,2,1,1.0149953139643861,0,55,1067.0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.75,45.75,0,2,1.0,1,24,1098.0
0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,1,2,30.9,59.05,0,2,0.9555016181229773,0,24,741.5999999999999
1,0,1,0,58,1,0,0,0,0,2,0,0,0,1,0,1,50.3,2878.55,2,3,0.9866833481867419,1,58,2917.3999999999996
0,0,1,0,58,1,0,0,2,2,0,0,2,0,0,1,1,65.25,3791.6,2,5,1.001876073457524,1,58,3784.5
1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,3,24.3,100.2,0,1,0.8246913580246914,1,24,583.2
1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,3,49.25,97.0,0,3,0.9847715736040609,1,24,1182.0
0,0,1,1,21,1,0,0,0,0,0,0,0,0,0,1,2,44.95,926.25,1,2,0.981249006832989,1,24,1078.8000000000002
1,0,1,1,13,1,0,0,2,0,0,0,0,0,0,1,3,49.95,587.45,1,3,0.9046739046739047,1,24,1198.8000000000002
0,0,0,0,14,1,0,1,0,0,0,0,0,0,0,1,1,71.0,914.0,1,2,0.9195171026156942,1,24,1704.0
0,0,0,0,6,1,0,1,0,0,2,2,0,2,0,1,2,89.25,487.05,0,5,0.9095238095238095,0,24,2142.0
0,0,0,0,10,0,1,0,0,0,0,2,0,0,2,1,3,29.6,299.05,3,2,1.010304054054054,0,24,710.4000000000001
1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.7,111.65,0,1,0.9445854483925551,0,24,472.79999999999995
0,0,1,0,48,1,0,1,0,0,2,2,2,2,0,1,1,100.05,4834.0,2,6,1.0065800433116776,0,48,4802.4
1,0,0,0,39,0,1,0,0,0,0,2,0,2,0,1,2,40.6,1494.5,2,3,0.9438549955791334,0,39,1583.4
1,1,1,0,47,1,2,1,0,0,2,0,2,2,0,1,2,100.05,4871.05,2,6,1.0358756791816859,1,47,4702.349999999999
0,0,1,1,39,1,2,2,1,1,1,1,1,1,1,1,3,24.2,914.6,2,2,0.9690612417885146,0,39,943.8
1,0,1,1,66,0,1,0,0,0,2,2,2,2,2,0,0,54.65,3632.0,2,5,1.0069588843605313,0,66,3606.9
0,0,1,1,35,1,2,2,1,1,1,1,1,1,2,1,1,25.4,949.8,2,2,1.0683914510686163,0,35,889.0
0,0,1,1,59,1,2,0,2,0,2,2,2,0,2,1,3,76.45,4519.5,2,7,1.0019842369555818,0,59,4510.55
0,1,0,0,3,1,0,1,0,0,2,0,0,0,0,0,2,73.85,196.4,0,3,0.8864816068607538,1,24,1772.3999999999999
1,0,0,0,18,1,0,1,0,0,0,2,0,0,0,1,0,75.9,1373.05,1,3,1.0050139071878201,0,24,1821.6000000000001
0,1,0,0,54,1,2,1,0,2,0,0,0,0,0,1,2,79.5,4370.25,2,4,1.0179944095038436,1,54,4293.0
0,0,0,0,60,1,2,0,0,0,2,2,2,2,1,0,1,80.55,4847.05,2,7,1.0029070970411753,0,60,4833.0
1,0,1,1,13,1,0,0,0,0,0,0,2,2,1,1,2,64.75,877.35,1,4,1.0422928422928424,1,24,1554.0
0,0,0,0,35,1,2,1,0,0,2,0,2,2,0,1,2,100.25,3527.6,2,6,1.0053722835767722,1,35,3508.75
1,0,1,1,24,1,2,2,1,1,1,1,1,1,2,0,3,24.2,609.05,1,2,1.0486398071625345,0,24,580.8
1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,3,20.4,181.8,3,1,0.9901960784313727,0,24,489.59999999999997
1,0,0,0,23,1,2,1,0,0,2,2,2,0,0,1,1,96.9,2085.45,1,6,0.9357248620271905,0,24,2325.6000000000004
0,1,1,0,70,1,0,2,1,1,1,1,1,1,2,1,1,19.55,1462.05,2,1,1.0683595177201315,0,70,1368.5
0,0,0,0,13,1,2,1,0,0,0,0,0,0,0,1,3,75.0,999.45,1,3,1.0250769230769232,1,24,1800.0
1,0,0,0,46,1,2,1,0,0,0,0,0,0,0,0,0,72.8,3249.4,2,3,0.9703177257525085,1,46,3348.7999999999997
1,0,1,1,52,1,0,2,1,1,1,1,1,1,2,0,3,19.2,1054.75,2,1,1.0564403044871795,0,52,998.4
1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,24.3,1643.25,2,2,0.9392146776406035,0,72,1749.6000000000001
1,1,0,0,2,1,2,1,0,0,0,0,0,0,0,1,3,72.6,154.3,0,3,1.06267217630854,1,24,1742.3999999999999
1,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,79.95,174.45,0,3,1.0909943714821762,1,24,1918.8000000000002
0,0,1,1,16,1,0,0,2,2,0,2,0,2,2,0,0,68.25,1114.85,1,6,1.0209249084249084,0,24,1638.0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.25,20.25,0,1,1.0,0,24,486.0
0,0,0,0,33,1,0,1,0,2,0,2,0,0,1,1,0,79.95,2684.85,2,4,1.0176246517709933,0,33,2638.35
1,0,1,1,72,1,2,1,0,2,2,2,0,0,2,0,0,90.45,6565.85,2,6,1.008207419691665,0,72,6512.400000000001
1,0,1,1,22,1,2,0,0,0,2,2,2,2,1,1,3,78.65,1663.75,1,7,0.9615384615384615,0,24,1887.6000000000001
1,0,0,1,63,0,1,0,2,2,0,2,0,0,1,1,0,40.6,2588.95,2,4,1.0121784345922276,0,63,2557.8
0,1,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,74.45,294.45,0,3,0.9887508394895903,1,24,1786.8000000000002
0,0,0,0,6,1,2,1,0,0,0,0,2,2,0,1,0,93.55,536.4,0,5,0.9556386958845537,1,24,2245.2
0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,1,80.15,80.15,0,3,1.0,1,24,1923.6000000000001
1,1,0,0,3,1,2,1,0,2,2,0,2,2,0,1,2,105.0,294.45,0,7,0.9347619047619047,1,24,2520.0
0,0,1,0,26,1,2,2,1,1,1,1,1,1,1,0,3,26.0,684.05,2,2,1.0119082840236686,0,26,676.0
1,0,1,1,59,0,1,0,2,0,2,0,0,0,1,0,3,34.8,1980.3,2,3,0.9644944476914086,1,59,2053.2
0,0,1,1,51,1,2,1,0,0,0,2,0,0,0,1,2,80.75,4116.9,2,4,0.9996721908577672,0,51,4118.25
1,0,0,0,7,1,2,1,0,0,0,0,2,2,0,0,3,95.0,655.5,3,5,0.9857142857142858,1,24,2280.0
1,1,1,1,22,0,1,0,2,0,0,0,0,2,0,0,3,40.05,880.2,1,3,0.9989785495403475,1,24,961.1999999999999
0,0,0,0,57,1,0,0,0,2,2,2,2,0,2,0,3,69.75,3894.4,2,6,0.9795384518644281,0,57,3975.75
0,0,1,1,61,1,2,1,2,2,2,2,2,2,2,0,1,115.1,7008.15,2,9,0.9981555596701371,0,61,7021.099999999999
0,0,1,1,12,0,1,0,0,0,0,2,0,0,1,0,1,30.25,368.85,3,2,1.0161157024793388,0,24,726.0
1,0,1,0,5,1,2,1,2,0,0,0,0,2,0,1,2,89.15,413.25,0,5,0.9270891755468312,1,24,2139.6000000000004
0,1,1,0,46,1,2,1,0,0,0,2,2,2,1,0,2,100.25,4753.85,2,6,1.0308684809714843,0,46,4611.5
0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,1,2,79.6,79.6,0,3,1.0,1,24,1910.3999999999999
1,1,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.1,79.1,0,3,1.0,1,24,1898.3999999999999
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,3,20.0,61.7,0,1,1.0283333333333333,0,24,480.0
0,0,1,0,40,1,2,0,0,2,0,0,2,0,1,0,0,63.9,2635.0,2,5,1.0309076682316118,1,40,2556.0
1,0,0,0,33,1,0,1,0,2,2,0,0,0,0,1,1,79.0,2576.8,2,4,0.988415803605677,1,33,2607.0
0,0,1,1,7,1,0,2,1,1,1,1,1,1,0,0,3,20.45,150.75,3,1,1.053091163115613,0,24,490.79999999999995
1,0,0,0,69,1,2,1,0,0,2,2,2,2,2,1,0,106.5,7348.8,2,7,1.0000408246580934,0,69,7348.5
0,0,0,0,15,1,0,2,1,1,1,1,1,1,2,0,3,19.6,331.6,1,1,1.127891156462585,0,24,470.40000000000003
1,0,1,1,0,1,2,2,1,1,1,1,1,1,2,0,3,25.75,25.75,0,2,25.75,0,24,618.0
1,0,0,1,39,0,1,0,0,0,2,2,2,2,1,0,0,54.85,2191.7,2,5,1.024565832223079,0,39,2139.15
1,0,0,0,24,1,0,0,2,0,0,0,0,0,0,1,0,49.55,1210.4,1,3,1.0178271106626307,1,24,1189.1999999999998
0,0,1,0,19,1,2,1,0,0,2,0,0,2,0,0,3,89.65,1761.05,1,5,1.0338744239293156,1,24,2151.6000000000004
0,0,1,0,54,1,0,2,1,1,1,1,1,1,2,0,1,20.05,1102.4,2,1,1.0181952526092177,0,54,1082.7
1,0,0,0,66,1,0,1,0,2,2,0,2,2,0,0,2,99.5,6710.5,2,6,1.0218516826557027,1,66,6567.0
0,0,0,0,12,1,0,1,2,0,0,0,2,0,1,1,1,85.15,979.05,3,4,0.9581620669406928,1,24,2043.6000000000001
1,0,0,0,21,1,0,2,1,1,1,1,1,1,0,0,3,20.0,417.7,1,1,0.9945238095238095,0,24,480.0
1,0,0,0,6,1,0,0,0,2,0,0,2,0,0,0,2,59.45,357.6,0,4,1.0025231286795626,1,24,1426.8000000000002
1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,3,44.4,348.15,3,2,0.8712462462462462,1,24,1065.6
1,0,0,0,3,1,0,0,0,0,0,2,0,0,0,1,3,50.5,147.75,0,3,0.9752475247524752,0,24,1212.0
1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,3,19.55,1245.6,2,1,1.0113262696382899,0,63,1231.65
1,0,1,0,5,1,2,1,0,2,0,0,0,0,0,1,2,78.75,412.1,0,4,1.0466031746031748,1,24,1890.0
0,0,0,0,65,1,2,1,2,2,2,0,2,2,0,1,1,111.05,7107.0,2,8,0.9845876770685416,1,65,7218.25
1,1,1,0,59,0,1,0,2,0,2,2,2,2,2,1,1,64.05,3886.85,2,6,1.0285529049074478,0,59,3778.95
1,0,0,0,27,1,2,0,0,0,0,0,0,0,0,0,3,49.0,1291.35,2,3,0.9760770975056688,1,27,1323.0
1,1,1,0,7,0,1,0,2,0,0,0,0,0,0,0,0,29.8,220.45,3,2,1.0568072866730585,1,24,715.2
1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,89.9,89.9,0,4,1.0,1,24,2157.6000000000004
1,0,0,0,12,0,1,0,2,2,0,2,2,0,0,1,0,50.95,605.75,3,5,0.9907589139679422,0,24,1222.8000000000002
0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,1,2,49.55,49.55,0,3,1.0,1,24,1189.1999999999998
1,0,0,1,31,0,1,0,0,0,0,0,0,0,0,0,1,25.0,789.2,2,1,1.0183225806451615,1,31,775.0
0,0,1,0,8,1,2,1,0,0,0,0,0,2,0,1,1,85.2,627.4,3,4,0.9204812206572769,1,24,2044.8000000000002
0,0,1,0,61,1,2,1,0,0,0,2,2,2,1,0,0,101.15,6383.9,2,6,1.034642593778109,0,61,6170.150000000001
0,0,1,0,26,0,1,0,2,2,2,0,2,0,1,0,0,47.85,1190.5,2,5,0.9569166465718189,1,26,1244.1000000000001
0,0,1,1,64,1,2,1,0,2,2,0,0,2,1,1,2,92.85,5980.75,2,6,1.006453621432418,1,64,5942.4
1,1,1,1,51,1,2,1,0,2,2,0,0,0,0,1,2,84.2,4146.05,2,5,0.9654999767127754,1,51,4294.2
1,1,1,0,35,1,2,1,2,2,0,0,0,2,0,1,2,94.55,3365.4,2,6,1.016967590843847,1,35,3309.25
1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.4,74.4,0,3,1.0,1,24,1785.6000000000001
0,0,0,0,21,1,0,1,0,2,2,2,2,2,1,1,3,104.55,2239.4,1,7,1.0199722165288883,0,24,2509.2
1,0,0,1,13,1,0,0,0,0,0,0,2,2,0,0,1,66.4,831.75,1,4,0.9635658016682113,1,24,1593.6000000000001
0,0,0,0,44,0,1,0,0,0,2,0,2,2,1,1,2,49.05,2265.0,2,4,1.0494856825132055,1,44,2158.2
0,0,1,1,72,1,2,1,0,2,2,2,0,2,2,1,0,98.65,7129.45,2,7,1.0037520414484429,0,72,7102.8
1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,2,20.2,55.7,0,1,0.6893564356435644,0,24,484.79999999999995
0,0,1,1,72,0,1,0,0,2,0,2,2,2,2,0,1,53.65,3784.0,2,5,0.9796002899451176,0,72,3862.7999999999997
1,1,1,0,20,1,2,1,0,0,0,0,2,2,0,1,2,94.55,1899.65,1,5,1.004574299312533,1,24,2269.2
0,0,0,0,6,1,0,2,1,1,1,1,1,1,2,0,1,19.65,116.85,0,1,0.9910941475826972,0,24,471.59999999999997
0,0,0,0,13,1,2,1,0,0,0,0,0,2,0,1,2,84.6,1115.2,1,4,1.0140025459174395,1,24,2030.3999999999999
0,1,1,0,15,1,2,1,0,0,2,2,0,0,0,1,2,83.05,1258.3,1,5,1.0100742524583584,0,24,1993.1999999999998
1,1,0,0,67,1,2,1,2,2,2,2,2,2,2,1,1,116.1,7839.85,2,9,1.007861210742155,0,67,7778.7
0,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,0,24.7,1810.55,2,2,1.03241717511547,0,71,1753.7
1,0,1,0,48,1,2,0,0,2,2,0,0,2,1,1,1,70.55,3420.5,2,6,1.0100696905268132,1,48,3386.3999999999996
0,1,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,104.4,4133.95,2,7,0.9657859078590785,1,41,4280.400000000001
1,0,1,1,23,1,2,0,0,0,0,0,0,0,1,1,1,48.35,1067.15,1,3,0.9596241176206107,1,24,1160.4
1,0,0,0,37,1,0,1,0,2,0,0,2,2,0,1,1,96.1,3646.8,2,5,1.0256208341536126,1,37,3555.7
0,0,0,1,18,1,2,2,1,1,1,1,1,1,2,0,1,25.3,454.65,1,2,0.998353096179183,0,24,607.2
0,0,0,0,57,1,0,0,2,2,2,2,2,0,2,1,1,74.3,4166.35,2,7,0.9837666170810608,0,57,4235.099999999999
1,0,1,1,51,1,0,0,2,0,0,2,2,2,1,1,0,76.4,3966.3,2,6,1.0179396365876194,0,51,3896.4
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.95,44.95,0,2,1.0,1,24,1078.8000000000002
1,0,1,1,59,1,2,1,0,0,2,0,2,2,2,1,1,99.5,5861.75,2,6,0.998509496635721,1,59,5870.5
1,0,0,0,66,1,2,2,1,1,1,1,1,1,1,0,0,25.45,1699.15,2,2,1.0115794487110794,0,66,1679.7
0,1,0,0,8,1,2,1,0,0,2,0,2,2,0,0,2,101.35,780.5,3,6,0.9626295017266897,1,24,2432.3999999999996
0,0,1,0,58,1,2,0,2,0,2,2,2,2,2,1,2,84.3,4916.4,2,8,1.00552214995705,0,58,4889.4
0,0,1,1,52,1,0,2,1,1,1,1,1,1,1,0,1,19.6,1012.4,2,1,0.9933281004709575,0,52,1019.2
1,1,1,1,8,1,0,1,0,0,0,0,2,0,0,1,1,80.45,583.45,3,3,0.9065413300186451,1,24,1930.8000000000002
1,0,1,1,3,1,0,0,0,2,2,0,0,0,0,1,3,56.15,168.15,0,4,0.9982190560997329,1,24,1347.6
1,0,1,1,23,1,0,2,1,1,1,1,1,1,1,0,3,19.65,436.9,1,1,0.9666998561787808,0,24,471.59999999999997
0,0,1,0,44,1,0,0,2,2,2,0,0,0,1,1,3,61.5,2722.2,2,5,1.0059866962305986,1,44,2706.0
0,0,1,1,45,1,0,0,2,0,2,2,2,2,2,1,3,81.0,3533.6,2,7,0.9694375857338821,0,45,3645.0
1,0,1,1,68,1,0,1,2,0,2,0,0,0,2,0,1,80.35,5375.15,2,4,0.9837750283685348,1,68,5463.799999999999
1,0,0,0,17,1,0,0,2,2,0,0,0,0,0,1,1,55.5,934.15,1,4,0.9900900900900901,1,24,1332.0
1,0,0,0,26,1,0,0,0,0,0,2,2,0,1,0,1,59.45,1507.0,2,4,0.9749628000258782,0,26,1545.7
0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,3,35.05,35.05,0,2,1.0,1,24,841.1999999999999
1,0,1,0,44,1,0,0,0,2,2,2,2,0,1,1,2,70.95,3250.45,2,6,1.0412101992440257,0,44,3121.8
1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.85,70.85,0,2,1.0,1,24,1700.3999999999999
1,0,0,0,62,1,2,0,2,2,2,2,0,0,2,0,0,69.4,4237.5,2,7,0.9848238356419076,0,62,4302.8
0,0,1,0,36,1,2,1,2,2,2,2,0,2,2,1,1,106.05,3834.4,2,8,1.0043480538530045,0,36,3817.7999999999997
1,0,1,0,48,1,2,1,2,2,2,0,2,0,2,1,0,96.9,4473.45,2,7,0.961784055727554,1,48,4651.200000000001
1,0,0,0,7,1,0,1,0,2,0,0,2,2,0,1,2,94.25,669.0,3,5,1.0140204622963245,1,24,2262.0
0,0,1,1,5,0,1,0,0,2,0,2,0,0,0,0,2,34.25,163.55,0,3,0.955036496350365,0,24,822.0
1,1,0,0,47,1,2,0,0,2,0,2,0,0,2,0,0,59.6,2754.0,2,5,0.9831500785377695,0,47,2801.2000000000003
1,0,0,1,57,1,2,0,2,2,2,2,2,2,2,0,3,89.55,5012.35,2,9,0.9819761575910745,0,57,5104.349999999999
1,0,0,1,72,0,1,0,2,2,2,2,2,2,2,0,1,67.2,4671.7,2,7,0.9655464616402115,0,72,4838.400000000001
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.3,20.3,0,1,1.0,0,24,487.20000000000005
0,0,1,1,3,1,0,0,0,2,0,0,2,0,0,1,1,58.7,168.6,0,4,0.9574105621805791,1,24,1408.8000000000002
0,1,0,0,22,1,0,1,2,2,0,0,0,0,0,0,2,81.7,1820.9,1,4,1.0130744408590187,1,24,1960.8000000000002
1,1,0,0,34,1,0,1,0,2,2,0,2,2,1,1,2,99.85,3343.15,2,6,0.9847565465845829,1,34,3394.8999999999996
0,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,3,20.6,1286.0,2,1,1.0580878723054137,0,59,1215.4
1,0,1,1,61,1,0,1,0,2,2,2,2,2,1,0,1,103.9,6449.15,2,7,1.0175531327411287,0,61,6337.900000000001
1,1,1,0,68,1,2,1,0,0,2,0,0,0,0,1,1,80.35,5589.3,2,4,1.022969361982503,1,68,5463.799999999999
0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,81.95,81.95,0,3,1.0,1,24,1966.8000000000002
0,0,1,1,67,1,2,1,0,2,2,2,2,2,1,1,1,112.35,7388.45,2,8,0.9815342513068834,0,67,7527.45
1,1,0,0,15,1,2,1,0,0,0,0,0,0,0,1,1,74.2,1133.9,1,3,1.0187780772686434,1,24,1780.8000000000002
1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,20.25,109.8,0,1,1.0844444444444443,0,24,486.0
0,0,0,0,1,1,2,1,0,2,0,0,0,0,0,1,3,80.2,80.2,0,4,1.0,1,24,1924.8000000000002
1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,50.15,50.15,0,3,1.0,1,24,1203.6
0,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,1,20.0,1209.25,2,1,0.9597222222222223,0,63,1260.0
0,0,1,1,56,1,2,0,2,2,0,0,0,2,1,0,0,68.75,3815.4,2,6,0.991012987012987,1,56,3850.0
0,0,1,1,8,1,0,1,0,0,2,0,2,2,0,1,2,94.2,777.3,3,5,1.0314490445859872,1,24,2260.8
0,1,0,0,38,1,0,0,2,2,0,0,0,0,0,1,1,57.15,2250.65,2,4,1.0363540083805316,1,38,2171.7
0,0,1,0,34,1,2,0,2,2,0,2,0,0,0,0,2,62.65,2274.9,2,6,1.0679780292005072,0,34,2130.1
1,0,0,0,24,1,2,1,0,2,0,0,0,0,0,1,2,80.25,1861.5,1,4,0.9665109034267912,1,24,1926.0
1,0,1,0,40,1,2,0,0,2,0,2,2,0,1,0,1,70.75,2921.75,2,6,1.0324204946996467,0,40,2830.0
0,0,1,1,42,1,0,1,0,0,2,0,2,2,0,1,2,92.15,3875.4,2,5,1.0013177273079605,1,42,3870.3
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,19.7,1396.9,2,1,1.0276612962554257,0,69,1359.3
1,0,0,0,15,1,2,2,1,1,1,1,1,1,0,1,2,26.35,378.6,1,2,0.9578747628083492,0,24,632.4000000000001
1,0,0,0,58,1,0,1,2,2,0,0,2,2,1,0,0,99.15,5720.95,2,6,0.9948267167475262,1,58,5750.700000000001
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,71.55,71.55,0,2,1.0,1,24,1717.1999999999998
1,0,1,0,71,1,2,1,2,2,2,2,2,2,2,1,2,116.25,8564.75,2,9,1.0376798424958353,0,71,8253.75
0,0,1,1,70,1,2,0,2,0,0,2,2,2,2,1,0,80.6,5460.2,2,7,0.9677773839064161,0,70,5642.0
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.35,46.35,0,1,1.197674418604651,0,24,464.40000000000003
1,0,1,1,52,1,2,2,1,1,1,1,1,1,2,0,3,24.8,1229.1,2,2,0.9530862282878411,0,52,1289.6000000000001
1,0,1,1,18,0,1,0,0,0,0,0,0,0,0,0,1,25.55,467.85,1,1,1.0172863666014351,1,24,613.2
0,1,1,0,59,1,2,1,2,2,2,2,0,0,1,1,2,94.05,5483.9,2,7,0.9882770614260356,0,59,5548.95
1,0,1,0,72,1,2,0,2,2,2,2,0,2,2,1,0,82.3,5980.55,2,8,1.0092733225327395,0,72,5925.599999999999
0,0,1,0,20,1,0,1,0,0,2,2,0,0,0,1,3,81.0,1683.7,1,4,1.039320987654321,0,24,1944.0
1,0,0,0,6,1,0,0,0,0,2,0,2,0,0,0,3,60.9,414.1,0,4,1.1332785987958403,1,24,1461.6
0,0,1,0,57,1,0,0,2,2,0,2,2,0,2,1,1,70.35,4124.65,2,6,1.0286038479282784,0,57,4009.95
0,0,0,0,27,1,0,0,2,2,0,0,0,0,0,1,3,56.7,1652.95,2,4,1.0797243451564438,1,27,1530.9
0,0,0,0,41,1,2,2,1,1,1,1,1,1,1,1,3,24.85,962.25,2,2,0.9444471708298572,0,41,1018.85
1,0,0,1,20,1,0,2,1,1,1,1,1,1,0,1,2,19.4,374.5,1,1,0.9652061855670103,0,24,465.59999999999997
0,0,0,0,12,1,2,1,0,0,0,0,0,2,0,1,2,86.55,1066.9,3,4,1.027248218756018,1,24,2077.2
0,0,0,0,4,1,0,0,2,0,0,0,0,0,0,1,0,50.55,235.65,0,3,1.1654302670623147,1,24,1213.1999999999998
0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,3,24.9,1859.2,2,2,1.037037037037037,0,72,1792.8
0,1,0,0,13,1,0,1,0,0,2,0,0,0,0,1,2,74.3,940.35,1,3,0.9735479863339891,1,24,1783.1999999999998
1,0,0,0,7,1,2,2,1,1,1,1,1,1,0,1,0,25.05,152.95,3,2,0.872255489021956,0,24,601.2
1,0,1,1,54,1,2,0,0,2,0,2,2,0,1,1,2,70.7,3770.0,2,6,0.9874797003509874,0,54,3817.8
1,0,0,0,37,1,2,1,0,0,0,2,2,2,0,0,0,98.8,3475.55,2,6,0.95074679943101,0,37,3655.6
0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,93.85,93.85,0,5,1.0,1,24,2252.3999999999996
0,0,1,0,13,1,2,0,2,2,0,2,2,0,0,1,2,76.2,981.45,1,7,0.99076317383404,0,24,1828.8000000000002
1,1,0,0,20,1,0,0,2,0,0,2,0,0,1,0,3,54.0,1055.9,1,4,0.9776851851851853,0,24,1296.0
1,0,1,0,30,1,2,1,0,0,0,0,2,2,0,1,1,94.05,2866.45,2,5,1.0159312422470317,1,30,2821.5
1,0,0,0,21,1,2,1,0,2,0,0,0,0,0,1,2,82.35,1852.85,1,4,1.071414115129962,1,24,1976.3999999999999
0,0,1,0,7,1,0,1,0,0,2,0,2,0,0,1,2,86.25,587.1,3,4,0.9724223602484472,1,24,2070.0
1,0,0,0,7,1,0,0,0,0,0,0,2,0,0,0,3,54.85,370.4,3,3,0.9647089464774059,1,24,1316.4
0,0,1,1,72,1,2,1,2,2,0,0,2,2,1,1,2,104.15,7303.05,2,7,0.9738958233317331,1,72,7498.8
